country,rank_in_country,company_name,product_keyword,segment,website,phone,email,contact_person,address,source_url,source_type,notes
Samoa,1,Ah Liki Investment / Ah Liki Wholesale,"food distribution, foodstuff, supermarkets, farms and food manufacturing",importer/distributor/wholesaler/retailer/processor,https://www.ahliki.com/,"(+685) 8008000",info@ahliki.com,,"Vaitele Industrial Zone, 1 Fana'io Street, Vaitele, Apia, Samoa",https://www.ahliki.com/services,official website,"Official Ah Liki pages describe the company as a Samoa-based food distribution, manufacturing, agriculture and retail group with more than two decades in operation and a supply-chain network servicing the entire Samoan market. The official services page says Ah Liki Wholesale offers bulk food, foodstuff and non-food items sourced globally for all business sizes and industries, serves retail stores, hotels, resorts and catering services, operates Farmer Joe Supermarkets, and has food manufacturing under Krissy Co. This is Samoa's strongest public full-container-style route because it combines wholesale, food distribution, supermarkets, farms, manufacturing and institutional customers."
Samoa,2,Frankie Company Limited,"fresh produce, groceries, wholesale and food production",retailer/wholesaler/producer,https://frankiesamoa.com/,"22722 / 7733552",frankieonlinecs@gmail.com,,"Taufusi and Fugalei, Apia, Samoa",https://frankiesamoa.com/pages/about-us,official website,"Official Frankie pages describe Frankie Company Limited as one of Samoa's largest and most trusted supermarket chains, operating more than 16 branches across Samoa, including 15 supermarkets and one wholesale outlet, with over 800 staff. The official site states the company covers fresh produce and groceries, food production, poultry and hydroponics, and online shopping with home delivery across Samoa. This remains a top Samoa lead because the official sources show national retail and wholesale scale, direct fresh-produce activity and wide domestic fulfillment reach."
Samoa,3,SSAB Bargains Supermarket & Wholesale,"supermarket and wholesale grocery",retailer/wholesaler,https://ssab.ws/,"+685 27786",buy@ssab.ws,,"Apia, Samoa",https://ssab.ws/pages/homepage,official website,"Official SSAB pages describe the company as Samoa's biggest retail store and highlight SSAB Bargains Supermarket & Wholesale as one of its official collections. The official site says the business has grown into a retail group with branches in Upolu, Savai'i, Pago Pago and Auckland, and that the online shop supports pickup or delivery in Upolu or Savai'i. Garlic fit is inferred from SSAB's supermarket and wholesale grocery platform rather than a public garlic SKU, but this is a strong Samoa lead because the official sources show multi-branch retail scale and explicit supermarket and wholesale operations."
Samoa,4,Gounders Samoa,"grocery items, consumer goods, fresh fish and wholesale distribution",wholesaler/distributor/retailer,https://gounderssamoa.com/,+685 720 2696,,,"Falelauniu Road, Apia, Samoa",https://gounderssamoa.com/pages/gounders-samoa-wholesalers-distributor-in-samoa,official website,"Official Gounders Samoa pages describe the company as a trusted wholesale distributor and one-stop solution for bulk orders and wholesale distribution in Samoa, with a broad catalog serving retailers, manufacturers and service providers. The official site also lists grocery items, delivery, in-store pickup and fresh fish availability. Garlic fit is wholesale grocery route validation, not direct garlic SKU evidence."
Samoa,5,Chan Mow Wholesale,"food wholesaler, canned vegetables, mixed vegetables and grocery bulk items",food wholesaler/distributor,https://www.mysamoa.co/,"21280 / 24157 / 22588",,,"Togafuafua, Apia, Samoa",https://www.foodbevg.com/WS/Apia/1310072682451793/Chan-Mow-Wholesale,public social/business page,"Public Chan Mow Wholesale pages identify the company as a food wholesaler serving Samoa for more than 75 years, publish phone numbers and address, and show food-stock updates for bulk or wholesale items including mixed vegetables, whole peeled tomatoes, green peas, fruit cocktail, flour and canned meats. Garlic fit is broad food-wholesale and grocery distribution validation."
Samoa,6,Chan Mow Supermarket (Amau),"fresh garlic, fresh produce, groceries and household essentials",supermarket/retailer,https://mysamoa.co/collections/chan-mow-supermarket-department-store,"22615 / 22616",,,"Saleufi, Apia, Samoa",https://www.mysamoa.co/products/garlic-1kg,official marketplace product page,"My Samoa public product and vendor pages list Chan Mow Supermarket as a trusted Samoa grocery and fresh-produce store with pickup in Saleufi, and list a direct Garlic 1kg SKU under Chan Mow Supermarket. This is one of the clearest public direct-garlic demand signals in Samoa, though importer ownership still needs paid customs validation."
Samoa,7,Farmer Joe Supermarkets,"supermarket range, food distribution, fresh produce and groceries",supermarket/procurement,https://www.ahliki.com/,+685 8008000,info@ahliki.com,,"Fugalei, Vaitele, Ululoloa and Saleimoa, Samoa",https://www.ahliki.com/services,official website,"Official Ah Liki pages identify Farmer Joe Supermarkets as the group's leading supermarket brand with sites at Fugalei, Vaitele, Ululoloa and Saleimoa and a full supermarket range. Garlic fit is supermarket procurement and demand validation through Ah Liki's wider food-distribution platform."
Samoa,8,Lucky Foodtown,"grocery store and supermarket",supermarket/retailer,https://lucky-food-town.business.site/,22363,lucky@luckyfoodtown.co,,"29 Savalalo Street, Vaimauga 4, Apia, Samoa",https://www.cybo.com/WS-biz/lucky-food-town,public business directory,"Cybo identifies Lucky Foodtown as an Apia grocery store and supermarket with phone, email, website and address. Garlic fit is supermarket demand validation; treat as downstream retail unless paid customs or distributor referral confirms import ownership."
Samoa,9,Lynn's Supermarket & Bakery,"groceries, fresh produce, frozen meats, bakery, butchery and restaurant",supermarket/bakery/foodservice,https://www.bakerias.com/WS/Apia/174056705978367/Lynns-Supermarket-%26-Bakery%2C-Samoa,+685 20275,,,"563Q+47J, Salenesa St, Apia, Samoa",https://wanderlog.com/place/details/2905002/lynns-supermarket--bakery,public business directory,"Public Lynn's Supermarket and Bakery listings describe a supermarket with bakery, grocery, cold section, eggs, fresh fruit, vegetables and frozen meats, and publish phone and address. Garlic fit is fresh grocery and foodservice-adjacent demand validation, not direct importer evidence."
Samoa,10,Myna's Supermarket,"quality groceries, baby food, baby formula and supermarket products",supermarket/retailer,https://www.talofakids.com/shopping/myna%27s-supermarket,+685 30706,mynas@samoaonline.ws,,"Cross Island Road, Vaoala, Samoa",https://www.talofakids.com/shopping/myna%27s-supermarket,public family directory,"Talofa Kids lists Myna's Supermarket with phone, email, address, opening hours and grocery categories including baby food, baby formula, baby supplies and quality groceries. Garlic fit is supermarket demand validation."
Samoa,11,Mariyon Samoa Supermarket Lotopa,"grocery store and supermarket",supermarket/retailer,,,,,"5636+9P9, Lotopa Rd, Apia, Samoa",https://www.cybo.com/WS-biz/mariyon-samoa-supermarket-lotopa,public business directory,"Cybo identifies Mariyon Samoa Supermarket Lotopa as an Apia grocery store and supermarket with address. Garlic fit is local supermarket demand validation; no direct contact details were published in the source used."
Samoa,12,Maota o Samoa Supermarket Vaitele,"supermarket, all food and beverage and grocery",supermarket/retailer,,+685 72 31662,,,"556R+JF3, Talimatau Rd, Vaitele, Samoa",https://www.cybo.com/WS/siumu/grocery-stores-and-supermarkets/,public business directory,"Cybo lists Maota o Samoa Supermarket Vaitele as a supermarket/all food and beverage business with phone and address. Garlic fit is supermarket and grocery demand validation; direct importer ownership is unverified."
Samoa,13,Fugalei Fresh Produce Market,"fresh fruits and vegetables",fresh-produce market/wholesale channel,https://www.samoa.travel/plan-book/activities/fugalei-fresh-produce-market/,,,,"568H+75G, Apia, Samoa",https://www.samoa.travel/plan-book/activities/fugalei-fresh-produce-market/,official tourism website,"Samoa Tourism identifies Fugalei Fresh Produce Market as Apia's produce market with fresh local produce, fruits and vegetables available every day. This is not a single importer, but it is useful for fresh-produce channel mapping and local distributor discovery."
Samoa,14,Maua App / SkyEye Ltd.,"local produce, food, seafood, groceries and delivery marketplace",e-commerce marketplace/food delivery,https://skyeyepacific.com/maua/download-the-maua-app/,+685 8408999,info@maua.app,,"Pasio Rd, Vaimoso, Apia, Samoa",https://skyeyepacific.com/maua/download-the-maua-app/,official website,"Official SkyEye/Maua pages describe Maua as Samoa's e-commerce platform for ordering locally or internationally for family in Samoa, with categories and vendors covering local produce, food, seafood and delivery. This is demand-aggregation and seller-discovery evidence rather than a confirmed garlic importer."
Samoa,15,Sheraton Samoa Aggie Grey's Hotel & Bungalows,"restaurants, buffet breakfast, international cuisine and banquet events",foodservice buyer/hotel,https://www.marriott.com/en-us/hotels/apwsi-sheraton-samoa-aggie-greys-hotel-and-bungalows/overview/,+685 84-62800,,,"Main Beach Road, Vaisigano, Apia, Samoa",https://www.marriott.com/en-us/hotels/apwsi-sheraton-samoa-aggie-greys-hotel-and-bungalows/events/,official website,"Official Marriott pages identify the Sheraton Samoa Aggie Grey's property with on-site restaurants, buffet and a la carte dining, and event facilities including 8 event rooms, 1298 square metres of event space and a largest-space capacity of 500. Garlic fit is hotel, restaurant and banquet procurement demand validation."
Samoa,16,Taumeasina Island Resort,"restaurants, bars, buffet, private dining and events",foodservice buyer/hotel,https://www.taumeasinaislandresortsamoa.com/,+685 61000,info@taumeasinaislandresortsamoa.com,,"Taumeasina Island, Beach Road, Apia, Samoa",https://www.taumeasinaislandresortsamoa.com/dining,official website,"Official Taumeasina pages list multiple restaurants and bars, including Sina's Restaurant, Lapita's Restaurant, buffet dining and private dining, while the official contact page publishes phone, email and address. Garlic fit is organized hospitality and event foodservice demand validation."
Samoa,17,Lava Hotel Apia,"restaurant, bar, lunch, dinner and events",foodservice buyer/hotel,https://www.lavahotel.ws/,+685 8445282,reservations@lavahotel.ws,,"Main Beach Road, Apia, Samoa",https://www.lavahotel.ws/dining,official website,"Official Lava Hotel pages describe restaurant and bar service from breakfast through lunch and dinner, and publish reservations contact details. Samoa Tourism also lists restaurant and conference/events amenities. Garlic fit is hotel restaurant and event demand validation."
Samoa,18,Seabreeze Resort Samoa,"waterfront restaurant, bar, private dining and catering",foodservice buyer/resort,https://seabreezesamoa.com/,"+685 7748643 / +685 7797745",bookings@seabreezeresortsamoa.com,,"Paradise Cove, Upolu, Samoa",https://seabreezesamoa.com/restaurant/,official website,"Official Seabreeze pages describe the Waterfront Restaurant and Bar as open daily for breakfast, lunch and dinner, with private pavilion dining, Western favorites, fresh seafood, imported beers and Australian/New Zealand wines. The official contact page publishes phone and email. Garlic fit is resort foodservice demand validation."
Samoa,19,Sinalei Reef Resort & Spa,"restaurants, bars, lunches, dinners, private dining and events",foodservice buyer/resort,https://sinalei.com/,"+685 25191 / 30921",reservations@sinalei.com,,"South Coast, Upolu, Samoa",https://www.samoa.travel/plan-book/activities/ava-i-toga-restaurant-sinalei-reef-resort-spa/,official/tourism website,"Official Sinalei pages publish reservations email and phone, while Samoa Tourism restaurant pages identify Ava I Toga and Laumoso'oi restaurant service for lunch, dinner, private dining and poolside bar demand. Garlic fit is premium resort foodservice and event demand validation."
Samoa,20,Tanoa Tusitala Hotel,"restaurant, room service and banqueting foodservice",foodservice buyer/hotel,https://www.tanoahotels.com/samoa-tusitala-hotel/,"+685 211 22",tusitala@tanoahotels.com,,"Beach Road, Sogi, Apia, Samoa",https://www.tanoahotels.com/samoa-tusitala-hotel/contact/,official website,"Official Tanoa Tusitala Hotel pages describe the property as a 95-room hotel in Apia with dining venues, room service and meeting-and-event capacity for up to 300 people. The official room service menu explicitly lists Cheesy Garlic Bread, giving direct garlic-use evidence, while the meetings and events pages show recurring banquet and hospitality demand. This is a strong supporting Samoa lead because the official sources show organized foodservice purchasing needs beyond small retail."
Curacao,1,Hector Henriquez B.V.,"food distribution, food services, institutional services",importer/distributor/wholesaler/foodservice supplier,https://hhb.cw/,+599 9 841-4100,info@hhb.cw,,"Caracasbaaiweg 38, Willemstad, Curaçao",https://hhb.cw/,official website,"Official Hector Henriquez B.V. pages describe the company as a dedicated distributor of branded consumer products in Curaçao with separate Food, Non-Food and Food Services divisions. The official site states that its food service department supplies restaurants, hotels and fast food chains, while its institutional service distributes products according to client requirements. This is the strongest initial Curacao lead because the official sources show organized retail, foodservice and institutional channels with long-standing distribution infrastructure."
Curacao,2,Curaçao Foods Trade PLC,"food and non-food distribution, cooled warehousing",importer/distributor/wholesaler,https://curfoods.com/,"(+5999) 736-7398",info@curfoods.com,,"Majoorsweg 2-12, Curaçao",https://curfoods.com/pages/wholesale,official website,"Official Curaçao Foods Trade pages describe the company as a leading local distributor and Curaçao's premier distributor, serving Curaçao and Bonaire with a broad portfolio of international food and non-food brands. The official site says the business has operated since 1967, has exclusive distribution rights for many brands, and offers extensive warehousing capabilities including cooled facilities for temperature-sensitive goods. Garlic fit is inferred from the company's broad food-distribution and warehousing platform rather than a public garlic SKU, but this is a strong Curacao lead because the official sources show established import and distribution scale."
Curacao,3,Vreugdenhil Supermarket,"full-service supermarket, groceries and fresh products",retailer/supermarket,https://vreugdenhil.cw/,+599 9 461 1296,info@vreugdenhil.cw,,"Schupappelweg, Willemstad, Curaçao",https://vreugdenhil.cw/about/,official website,"Official Vreugdenhil pages describe the business as Curacao's friendliest full-service supermarket with an in-house butchery, bakery and cafeteria, plus grocery shopping and pickup or delivery services. The official site says it offers a wide variety of items and carefully selected products for different lifestyles and budgets, and the contact page publishes the supermarket's direct phone and email. Garlic fit is inferred from the store's full-service grocery platform rather than a public garlic SKU, but this is a solid supporting Curacao lead because the official sources show active grocery retail operations and local fulfillment."
Curacao,4,Europe West Indies Trading Company B.V. (EWT),"food and non-food wholesale, dairy, cheese, bread, fish and meat",wholesaler/distributor/foodservice supplier,https://www.ewtcuracao.com/,+5999 737 2222,ewt@ewtcuracao.com,,"Bombardiersweg #1, Willemstad, Curaçao",https://www.ewtcuracao.com/About-us/,official website,"Official EWT pages describe the company as a premier wholesale distributor of food and non-food products serving Curaçao and Bonaire, established in 1992, with more than 4000 SKUs, over 750 clients, global sourcing from more than 100 suppliers in 25 countries, HACCP certification and a distribution center with webshop and sales applications. Official foodservice pages state that EWT serves hotels, restaurants and fast-food chains with dairy, cheese, bread, fish and meat. Garlic fit is broad foodservice and institutional distribution validation."
Curacao,5,Pietersz Import & Co. / Pietersz Distribution,"food and beverage products, frozen/refrigerated, seafood, spices and condiments",importer/distributor/wholesaler/foodservice supplier,https://www.pietersz.com/,+5999 868-2036,info@pietersz.com,,"De Savaan #214, Willemstad, Curacao",https://www.pietersz.com/company-structure,official website,"Official Pietersz pages state that the company has served the retail and foodservice trade for three generations in Curaçao and Bonaire, with retail, supermarket, minimarket, convenience-store, hotel, restaurant, institution, snack-bar, cafe, bakery and cafeteria coverage. The official company-structure page describes multi-temperature warehousing including dry, air-conditioned, chilled, frozen and deep-frozen capacity and refrigerated/non-refrigerated trucks. Garlic fit is strong chilled/frozen foodservice and retail distribution validation."
Curacao,6,DeliNova BV,"fresh vegetables, fruit, groceries, meat, fish, cheese and foodservice delicacies",horeca wholesaler/importer/distributor,https://www.deli-nova.com/,+5999 846 6000,orders@deli-nova.com,,"Kaminda André J.E. Kusters 3, Zeelandia, Willemstad, Curaçao",https://orders.deli-nova.com/organisation/about-delinova,official website,"Official DeliNova pages identify the company as Curaçao's horeca wholesaler and state that it offers fish, meat, fresh vegetables, fruit and a broad assortment for business customers and consumers. Public trade-data snippets also identify DeliNova as a leading lettuce-fresh importer in Curaçao. Garlic fit is strong foodservice, fresh-produce and import-distribution validation."
Curacao,7,Marquis Agencies N.V.,"food, non-food and specialty imported products",wholesale distributor/importer,https://www.marquisnv.net/,,,,"Abattoirweg 18, Parera, Willemstad, Curacao",https://www.marquisnv.net/,official website,"Official Marquis Agencies pages describe the company as a full-service product wholesale distributor headquartered in Curaçao, directly importing from the USA, Europe and South America and supplying food, non-food and specialty imported products to more than 200 customers across Aruba, Curaçao and Bonaire, including supermarkets, restaurants, carry-outs, caterers and grocery stores. Garlic fit is broad imported-food wholesale route validation."
Curacao,8,Barentz Curaçao / Deltagen Curaçao,"baked and frozen products, ingredients and catering-market supplies",ingredient distributor/foodservice supplier,https://www.barentz.com/en/curacao/,+5999 696 3747,Mercedes.Nahr@barentz.com,Mercedes Nahr,"Marsweg 6, Curaçao",https://www.barentz.com/en/curacao/,official website,"Official Barentz Curaçao pages state that Barentz/Deltagen supplies a large amount of baked and frozen products to restaurants, hotels and catering markets, and also supplies supermarkets and pharmacies. The page publishes the Curaçao general manager and human nutrition contact details. Garlic fit is frozen/IQF, foodservice and ingredient-channel validation rather than direct fresh-garlic ownership."
Curacao,9,Goisco Wholesale Club,"fresh grocery, fruits, groceries and warehouse-club products",warehouse club/supermarket/importer,https://goisco.com/,"(+5999) 737-3333 / (+5999) 736-3333",online@goisco.com,,"Schottegatweg Noord 24, Curaçao; Jan Noorduynweg 55, Willemstad, Curacao",https://goisco.com/pages/about-us,official website,"Official Goisco pages describe the company as a family-owned wholesale and warehouse club, the first online mega store on the island, and the largest supermarket in the Caribbean at its Biesheuvel location, with fruits, snacks, detergents, home and broader daily essentials. Public Panjiva snippets show Goisco import activity with grocery items and HS 07 vegetable-category signals. Garlic fit is supermarket, warehouse-club and import-buyer validation."
Curacao,10,Van den Tweel Supermarket Curaçao,"fresh produce, organic produce, premium groceries and imported delicacies",supermarket/procurement,https://www.vdtcuracao.com/en,+5999 461 2411,marketing@vdts-curacao.com,,"Kaya Jacob Posner #28, Willemstad, Curaçao",https://www.vdtcuracao.com/en/onzewinkels,official website,"Official Van den Tweel Curaçao pages publish two store locations and contact details, and public guide pages describe the supermarket as an international premium grocery store with fresh produce, organic produce, bakery, butcher, wines, cheeses and imported delicacies. Garlic fit is premium supermarket procurement and fresh-produce demand validation."
Curacao,11,Centrum Supermarket & Wholesale,"supermarket and wholesale grocery",supermarket/wholesaler,https://centrumsupermarket.com/,"+5999 736.5989 / 736.5914 / +5999 869.6222 / 869.6224",online.centrumsupermarket@gmail.com,,"Dr. Caprilesweg 2, Curaçao",https://centrumsupermarket.com/pages/contact-us,official website,"Official Centrum contact pages identify Centrum Supermarket & Wholesale, publish Mahaai and Piscadera phone numbers, email and address. Garlic fit is supermarket and wholesale grocery demand validation; direct importer ownership should be confirmed through customs or distributor referral."
Curacao,12,Mangusa Hypermarket,"vegetables, fruits, herbs, frozen food, sauces and grocery products",supermarket/hypermarket,https://www.mangusahypermarket.com/,+5999 737 62 71,,,"Cas Coraweg 43, Willemstad, Curaçao",https://www.mangusahypermarket.com/,official website,"Official Mangusa pages list departments including vegetables, fruits and herbs, frozen food, sauces, meat, poultry, fish, deli and grocery categories, and publish address and phone. Garlic fit is hypermarket and fresh/frozen grocery demand validation."
Curacao,13,Carrefour Market Curaçao,"fresh produce, consumer goods and supermarket foodservice",supermarket/procurement,https://www.sambil.cw/store/carrefour-market,"+5999 868 3000 / WhatsApp +599 9 523 4494",info@crfrcuracao.com,,"Sambil Curaçao, Veeris #27, Willemstad, Curaçao",https://www.sambil.cw/store/carrefour-market,official mall tenant page,"Sambil Curaçao's official Carrefour Market page describes the store as offering a variety of products including fresh produce, non-food products, consumer goods, national brands and Carrefour own brands, plus a cafeteria. Garlic fit is supermarket procurement and fresh-produce demand validation."
Curacao,14,Orzal Fruits BV,"fresh fruit and vegetable imports",fresh-produce importer/distributor,,+5999-5113747,noureddin77@hotmail.com,,"Curaçao Willemstad Industrial Park B",https://panjiva.com/Orzal-Fruits-BV/97567436,public shipment-data profile,"Public Panjiva and ImportGenius profiles identify Orzal Fruits BV as a Curaçao fresh-produce importer with thousands of South American shipment records and HS 07/08 product signals; Panjiva publishes a Curaçao Industrial Park contact phone and ImportGenius publishes the same contact email. Garlic fit is fresh-produce import validation, but shipment-level garlic ownership requires paid customs checks."
Curacao,15,Fresh Prods and Logistics BV,"fresh vegetables, tomatoes, melons and produce logistics",fresh-produce importer/logistics buyer,,,,,"Brievengat Industrial Park, Willemstad, Curacao",https://www.volza.com/company-profile/fresh-prods-and-logistics-bv-65693712/,public shipment-data profile,"Public Volza company profiles identify Fresh Prods and Logistics BV as a Willemstad, Curaçao importer with 4717 import shipments from 5 suppliers, primarily under HSN 0709, 0702 and 0807, and public fruits-buyer pages list it among leading Curaçao fruits importers. Garlic fit is fresh-produce import and logistics validation; phone and email are not publicly visible without paid access."
Curacao,16,Carrot Export Foods & Drinks,"fresh fruit and vegetable imports",fresh-produce importer,,,,,"Kaminda Elektrishen 10, Willemstad, Curacao",https://www.volza.com/company-profile/carrot-export-foods-drinks-25005670,public shipment-data profile,"Public Volza profiles identify Carrot Export Foods Drinks as a Curaçao importer with 3867 shipments from Colombia and product signals under HSN 0702, 0807 and 0804, while Volza fruits-buyer pages list it as a leading Curaçao fruits buyer. Garlic fit is fresh-produce import validation; direct contact details and garlic-specific ownership require paid customs validation."
Curacao,17,FUIK Microgreens,"vegetables, herbs, microgreens, sprouts and fresh produce",fresh-produce grower/importer/retailer,https://www.fuikmicrogreens.com/,+5999 736FUIK(3845),info@fuik.co,,"Willemstad, Curaçao",https://www.fuik.shop/collections,official website,"Official FUIK pages state that the company has provided high-quality products and services to Curaçao since 2015 and publishes produce collections including fruits, vegetables, potatoes, herbs, microgreens and sprouts. Public Volza vegetable-buyer pages identify FUIK Microgreens as a leading Curaçao vegetable importer by shipment count. Garlic fit is fresh-produce and vegetable-channel validation, though it is not a first-pass FCL garlic buyer without customs confirmation."
Curacao,18,Salty Seafood Company,"fresh and frozen seafood for restaurants, hotels, yachting and supermarkets",fresh/frozen foodservice supplier,https://saltyseafood.com/,+5999 5246898,info@saltyseafood.com,,"Mercuriusstraat 36, Willemstad, Curaçao",https://saltyseafood.com/,official website,"Official Salty Seafood pages describe the company as a Curaçao-headquartered supplier of fresh and frozen seafood to restaurants, hotels, yachting and supermarkets across Curaçao, Bonaire and Sint Maarten, with direct delivery, monthly price lists and mixed-container positioning. Garlic fit is frozen/chilled foodservice route validation and distributor-referral potential rather than direct fresh garlic evidence."
Curacao,19,Bon Bini Supermarket,"supermarket groceries and essential food products",supermarket/retailer,,+5999 737 9240,,,"Jongbloedweg 21, Willemstad, Curaçao",https://www.findyello.com/curacao/supermarkets/,public business directory,"FindYello and public Curaçao supermarket directories identify Bon Bini Supermarket as a Willemstad supermarket with phone and address, and Curaçao Chronicle reports Bon Bini among supermarkets covered in local grocery price comparisons. Garlic fit is retail grocery demand validation; this is not a direct FCL importer record."
Curacao,20,Arcos Dorados Curaçao / McDonald's Curaçao,"quick-service restaurant chain and lettuce/fresh-food procurement",foodservice buyer/restaurant chain,https://www.mcdonalds.com.cw/,+5999 736-3262,,,,https://www.mcdonalds.com.cw/about-us/company/arcos-dorados,official website,"Official McDonald's Curaçao pages identify Arcos Dorados as the local McDonald's operator, while Arcos Dorados public pages state it operates the five McDonald's locations on the island. Public Volza lettuce-fresh buyer pages identify Arcos Dorados/Golden Arches entities among Curaçao lettuce-fresh import signals. Garlic fit is institutional foodservice and fresh-produce procurement validation, not a direct fresh whole garlic importer record."
Djibouti,1,Djibouti Ayla Grand Hotel,"restaurant, room service and banqueting foodservice",foodservice buyer/hotel,https://www.aylahotels.com/djibouti-ayla-grand-hotel.html,+253-21318111,reservation.djiboutigrand@aylahotels.com,,"Salines Ouest, Port De Peche, Djibouti",https://www.aylahotels.com/djibouti-ayla-grand-hotel/meeting-event.html,official website,"Official Djibouti Ayla Grand Hotel pages describe the property as a 5-star hotel with a restaurant, room service and large-scale meeting and event facilities. The official meeting and events page states that the Pearl Ballroom of 887 square metres can accommodate up to 900 guests, and the contact pages publish the hotel's direct Djibouti reservation email, phone number and address. Garlic fit is inferred from the hotel's restaurant, room-service and banquet procurement needs rather than a public garlic SKU, but this is the strongest initial Djibouti lead because the official sources show substantial hospitality foodservice demand in one venue."
Djibouti,2,Chicking Djibouti,"fresh food, herbs and spices, catering",foodservice buyer/restaurant chain/caterer,https://www.chicking.dj/,"+25321350068; +25321355959",,,Bawadi Mall Route De Venise and Waafi Residences Route de l'Aeroport Djibouti,https://www.chicking.dj/index.php,official website,"Official Chicking Djibouti pages describe the brand as an international quick-service restaurant with more than 230 outlets in over 30 countries, and the local official site shows two Djibouti locations. The official site explicitly states that its wide menu range makes perfect catering options for functions and that it serves fresh food using herbs and spices carefully selected from around the world. This is a strong Djibouti lead because the official sources show recurring multi-outlet foodservice demand plus catering capability."
Djibouti,3,DWO AGRO Product,"powdered food products for culinary use, wholesale for resellers",processor/wholesaler,https://dwoagro.com/,+253 77 10 90 66,,,Djibouti,https://dwoagro.com/,official website,"Official DWO AGRO pages describe the company as a food transformation business producing powdered food products for culinary and cosmetic purposes. The official homepage says the company offers wholesale pricing for resellers and directs wholesale inquiries to its sales team, and the FAQ provides a direct customer-support phone number. Garlic fit is inferred from DWO AGRO's vegetable-powder processing and wholesale-reseller model rather than a public garlic SKU, but this is a useful supporting Djibouti lead because the official sources show local food-processing capacity and wholesale orientation."
Djibouti,4,BMMI Djibouti,"food and household goods; FMCG; global sourcing and supply",importer/distributor/wholesaler/institutional supplier,https://www.bmmigroup.com/,+253 21 320 600,ykallouche@BMMI.com.bh,,"Warehouse No. 1, Djibouti Free Zone, PO Box 795, Djibouti",https://www.bmmigroup.com/contact-us/office-directory/,official website,"Official BMMI pages describe the group as a diversified retail, distribution, hospitality, contract-services and supply group with food-and-beverage wholesale, distribution and retail activities. The official office directory publishes BMMI Djibouti at Warehouse No. 1 in the Djibouti Free Zone with direct phone, fax and email, while BMMI division pages describe food and household goods distribution, global sourcing, warehousing and supply-chain services. Garlic fit is inferred from BMMI's food/FMCG sourcing and distribution platform rather than a public garlic SKU, but this is the strongest contactable Djibouti importer-distributor lead."
Djibouti,5,World Link SARL,"food products; beverages; FMCG import export wholesale and distribution",importer/distributor/wholesaler,https://www.worldlinksarl.com/,,info@worldlinksarl.com,,"Haramous, Sector 2, Djibouti",https://www.worldlinksarl.com/,official website,"Official World Link pages describe the company as a Djibouti-headquartered importer, exporter, wholesaler and distributor of premium FMCG products including confectioneries, food and beverages. The official site highlights more than two decades of import-export and distribution experience, warehousing capabilities and regional service into Ethiopia, Eritrea, Somalia and Somaliland, and publishes an email plus Haramous Sector 2 address. Garlic fit is inferred from food-product FMCG distribution rather than a public garlic SKU."
Djibouti,6,Groupe Coubeche / Coubeche Distribution,"food distribution; essential consumer goods; cold chain and supermarkets",importer/distributor/retailer,https://coubeche.com/,,,,,https://coubeche.com/,official website,"Official Groupe Coubeche pages describe the group as a historical Djibouti operator in beverage industry and food-products distribution. The official distribution section says Coubeche Distribution supplies, stores, prepares and distributes essential consumer goods across Djibouti using logistics platforms, retail banners, optimized flows and cold-chain capability, and the site lists Cash-Center, Casino and Hyper among its banners. Garlic fit is inferred from its food-distribution, cold-chain and supermarket route-to-market coverage rather than a direct garlic SKU."
Djibouti,7,Groupe Al Gamil / Hypermarché Al Gamil,"foodstuffs; frozen foods; fresh fruits and vegetables; supermarket import retail",importer/distributor/hypermarket,https://algamil.net/en/algamil,+253 21 35 66 59,limag.quebec@gmail.com,,"Hypermarché Al Gamil, Z.I.S. Gabode, BP 2997, Djibouti",https://algamil.net/en/algamil,official website,"Official Al Gamil pages describe Hypermarché Al Gamil as a large Djibouti hypermarket covering food, cheese, meat, beverages, frozen products, ice cream, fresh vegetables and fruits, household goods and other categories under one roof. The official page publishes phone, email and Z.I.S. Gabode address details. Public Volza summaries separately identify Groupe Al Gamil as a high-share Djibouti buyer in food-processed and fruit/vegetable categories. Garlic fit is supermarket, fresh-produce and import-distribution validation."
Djibouti,8,Nougaprix Supermarket,"food products; frozen foods; fresh fruits and vegetables; supermarket groceries",supermarket/retailer,https://algamil.net/nougaprix,+253 21 35 87 50,nougaprix@algamil.net,,"Supermarché Nougaprix, Cité Einguella, Djibouti",https://algamil.net/nougaprix,official website,"Official Al Gamil Nougaprix pages state that the supermarket opened in 2001 in central Djibouti with around 4,950 square metres and covers food products, beverages, frozen products, ice cream, fresh vegetables and fruits and household goods. The official page publishes Nougaprix email, phone and Cité Einguella address details. Garlic fit is retail and fresh-produce demand validation rather than confirmed direct import ownership."
Djibouti,9,Casino Haramous / Supermarché Casino Djibouti,"supermarket groceries; fresh products; imported food and beverage",supermarket/retailer,https://www.casino-haramous-dj.com/,+253 21 32 72 60,,,"Haramous, Djibouti",https://www.cybo.com/DJ-biz/casino,public business directory,"Cybo public business listings identify Casino in Djibouti as active in grocery store, all food and beverage and shopping categories, with phone, address and website. Petit Futé and public supermarket pages separately describe Casino Haramous as a large supermarket with imported food, meat, cheese, fruit and vegetable demand. Garlic fit is supermarket procurement and retail demand validation; procurement ownership may sit with Coubeche or regional Casino channels."
